Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:438071


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
438071;1;01/01/2023;1;"41,5";"159,3";25;13;1;1;1;;;"0,0";"0,0";"0,0";"13,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"7,0";"0,0";"0,0";"0,0";"0,0";"7,0";"12,0";"4,5";"3,0";"24,5";"6,5";"12,3";"8,0";"10,0";"41,5";"0,0";"0,0";"0,0";"0,0";"0,0";"10,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/12/2022;1;"22,0";"30,0";24;2;1;1;1;;;"0,0";"8,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"22,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/11/2022;1;"15,0";"25,0";30;2;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"10,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"15,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/10/2022;1;"13,0";"21,0";11;3;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"13,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"5,0";"3,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/09/2022;1;"0,0";"0,0";1;0;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/08/2022;1;"7,8";"12,8";3;2;1;1;1;;;"0,0";"0,0";"7,8";"0,0";"5,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/07/2022;1;"46,5";"111,2";2;8;1;1;1;;;"0,0";"46,5";"21,2";"0,0";"10,3";"0,0";"5,3";"4,0";"3,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,0";"18,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/06/2022;1;"16,0";"73,1";2;9;1;1;1;;;"6,4";"16,0";"0,0";"0,0";"7,0";"5,0";"0,0";"0,0";"13,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"8,0";"0,0";"0,0";"0,0";"0,0";"6,0";"0,0";"0,0";"7,5";"4,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/05/2022;1;"39,5";"203,7";12;12;1;1;1;;;"0,0";"0,0";"5,0";"4,2";"9,2";"0,0";"0,0";"0,0";"11,2";"0,0";"0,0";"39,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"17,0";"13,4";"0,0";"14,4";"35,3";"0,0";"13,0";"0,0";"10,2";"0,0";"31,3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/04/2022;1;"67,0";"250,0";2;12;1;1;1;;;"0,0";"67,0";"0,0";"19,3";"14,2";"0,0";"0,0";"0,0";"5,0";"0,0";"3,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"40,0";"15,2";"0,0";"0,0";"0,0";"0,0";"23,0";"9,0";"0,0";"10,0";"0,0";"32,3";"12,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/03/2022;1;"47,0";"325,0";7;17;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"47,0";"0,0";"0,0";"21,0";"0,0";"8,0";"15,0";"0,0";"30,0";"0,0";"28,2";"13,4";"19,2";"0,0";"31,2";"42,0";"15,0";"5,0";"25,0";"0,0";"0,0";"7,0";"6,0";"9,0";"3,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/02/2022;1;"17,0";"42,0";10;5;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"17,0";"0,0";"0,0";"0,0";"4,0";"7,0";"0,0";"0,0";"0,0";"9,0";"0,0";"0,0";"0,0";"5,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/01/2022;1;"77,0";"324,6";15;16;1;1;1;;;"35,0";"15,0";"25,0";"0,0";"52,0";"0,0";"0,0";"0,0";"0,0";"0,0";"25,3";"0,0";"15,2";"5,2";"77,0";"12,3";"0,0";"19,3";"4,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,2";"14,1";"8,0";"10,0";"0,0";"3,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/12/2021;1;"14,0";"7,0";30;3;1;;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"7,0";"0,0";"0,0";"14,0";"11,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/11/2021;1;"5,0";"5,0";16;1;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"5,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/10/2021;1;"3,0";"3,0";25;1;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"3,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/09/2021;1;"0,0";"0,0";1;0;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/08/2021;1;"0,0";"0,0";1;0;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/07/2021;1;"7,2";"20,4";3;3;1;1;1;;;"0,0";"6,0";"7,2";"0,0";"7,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/06/2021;1;"7,0";"7,0";18;1;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"7,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/05/2021;1;"60,0";"248,8";7;12;1;1;1;;;"0,0";"0,0";"25,0";"6,3";"45,3";"0,0";"60,0";"5,0";"0,0";"6,3";"13,2";"21,3";"23,0";"15,0";"23,4";"0,0";"0,0";"0,0";"0,0";"5,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/04/2021;1;"80,0";"213,3";29;8;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"15,0";"0,0";"0,0";"0,0";"0,0";"0,0";"30,0";"0,0";"19,3";"0,0";"0,0";"20,0";"13,0";"11,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"80,0";"25,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/03/2021;1;"49,0";"198,2";26;13;1;1;1;;;"0,0";"10,3";"12,4";"13,0";"12,3";"0,0";"0,0";"0,0";"6,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"10,2";"11,0";"8,0";"22,0";"28,0";"0,0";"0,0";"0,0";"0,0";"11,0";"49,0";"0,0";"0,0";"0,0";"5,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/02/2021;1;"13,4";"51,0";24;9;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,0";"0,0";"5,0";"0,0";"0,0";"6,0";"0,0";"3,0";"3,0";"5,0";"0,0";"0,0";"0,0";"0,0";"13,4";"6,3";"5,3";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/01/2021;1;"20,0";"26,0";23;3;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,0";"2,0";"20,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/12/2020;1;"0,0";"0,0";1;0;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/11/2020;1;"28,0";"28,0";10;1;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"28,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/10/2020;1;"0,0";"0,0";1;0;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/09/2020;1;"0,0";"0,0";1;0;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/08/2020;1;"0,0";"0,0";1;0;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/07/2020;1;"35,0";"35,0";7;1;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"35,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/06/2020;1;"41,3";"123,0";11;10;1;1;1;;;"12,3";"0,0";"0,0";"0,0";"14,5";"0,0";"7,3";"16,3";"2,0";"12,3";"41,3";"0,0";"0,0";"0,0";"0,0";"8,0";"0,0";"0,0";"0,0";"5,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/05/2020;1;"13,4";"57,0";25;7;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"5,3";"6,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,6";"0,0";"10,0";"0,0";"0,0";"12,8";"8,5";"13,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/04/2020;1;"29,0";"147,0";22;11;1;1;1;;;"0,0";"11,0";"7,0";"0,0";"16,0";"0,0";"0,0";"0,0";"0,0";"0,0";"8,0";"13,0";"0,0";"0,0";"0,0";"9,0";"0,0";"0,0";"12,0";"0,0";"17,0";"29,0";"15,0";"10,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/03/2020;1;"28,0";"128,0";8;12;1;1;1;;;"0,0";"0,0";"0,0";"2,0";"0,0";"0,0";"3,0";"28,0";"0,0";"0,0";"0,0";"0,0";"22,0";"5,0";"0,0";"11,0";"0,0";"0,0";"6,0";"11,0";"0,0";"0,0";"0,0";"0,0";"0,0";"8,0";"3,0";"0,0";"0,0";"22,0";"7,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/02/2020;1;"73,0";"244,0";2;14;1;1;1;;;"0,0";"73,0";"0,0";"4,0";"24,4";"24,0";"6,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,0";"0,0";"18,0";"10,0";"17,4";"3,2";"3,0";"0,0";"0,0";"0,0";"16,0";"0,0";"20,0";"0,0";"21,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/01/2020;1;"25,0";"89,7";1;9;1;1;1;;;"25,0";"0,0";"0,0";"5,0";"0,0";"0,0";"0,0";"0,0";"0,0";"3,0";"6,5";"0,0";"0,0";"2,2";"5,5";"0,0";"0,0";"0,0";"21,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,3";"16,4";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/12/2019;1;"20,0";"30,0";31;2;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"10,0";"20,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/11/2019;1;"0,0";"0,0";1;0;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/10/2019;1;"0,0";"0,0";1;0;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438071;1;01/09/2019;1;"0,0";"0,0";1;0;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
